,Lon,Lat,Before_Ural,big_cities,close_to_border
24858,127.61523046092184,46.88755020080321,0,1.5873470909800626e-11,0.23412290638932895
41062,38.637274549098194,51.52610441767068,1,1.1147889899018348e-06,0.07153323624289189
49207,82.2244488977956,53.77510040160642,0,1.5873470909800626e-11,0.029220121442976442
69116,54.86973947895792,59.39759036144578,1,1.0346400346094523e-05,0.0008562627770190018
79310,113.18637274549098,62.20883534136546,0,1.5873470909800626e-11,0.0008562627770190018
7663,68.99799599198397,42.10843373493976,0,1.5873470909800626e-11,0.47412907524920583
58273,102.06412825651304,56.30522088353413,0,1.5873470909800626e-11,0.0013239460931592465
100393,138.1362725450902,68.11244979919678,0,1.5873470909800626e-11,0.0008562627770190018
90752,95.75150300601204,65.4417670682731,0,1.5873470909800626e-11,0.0008562627770190018
10177,73.20641282565131,42.81124497991968,0,1.5873470909800626e-11,0.4317896125053599
77945,153.7675350701403,61.78714859437751,0,1.5873470909800626e-11,0.01968985594028966
2448,154.66933867735472,40.562248995983936,0,1.5873470909800626e-11,0.5839142685176132
8847,124.30861723446894,42.389558232931726,0,1.5873470909800626e-11,0.45284339457874795
113133,59.97995991983968,71.76706827309238,0,8.489476598220463e-10,0.0008562627770190018
60989,166.9939879759519,57.00803212851406,0,1.5873470909800626e-11,0.09234414266329548
94159,67.79559118236473,66.42570281124497,0,1.5873470909800626e-11,0.0008562627770190018
65293,108.07615230460922,58.27309236947791,0,1.5873470909800626e-11,0.0008562627770190018
49622,56.673346693386776,53.915662650602414,1,4.835012777905008e-06,0.029220121442976442
104641,62.38476953907816,69.37751004016064,0,4.5155064768913696e-10,0.0008562627770190018
78787,106.27254509018036,62.06827309236948,0,1.5873470909800626e-11,0.0008562627770190018
92244,93.34669338677357,65.86345381526104,0,1.5873470909800626e-11,0.0008562627770190018
95797,109.27855711422846,66.84738955823293,0,1.5873470909800626e-11,0.0008562627770190018
70785,105.67134268537076,59.81927710843374,0,1.5873470909800626e-11,0.0008562627770190018
9570,41.04208416833667,42.670682730923694,1,3.0453820538984705e-10,0.43217889376406904
67534,30.22044088176353,58.97590361445784,1,0.6448055428478916,0.02126557051132223
78369,130.92184368737475,61.92771084337349,0,1.5873470909800626e-11,0.0008562627770190018
40755,96.65330661322646,51.3855421686747,0,1.5873470909800626e-11,0.0780883638773276
47034,30.22044088176353,53.21285140562249,1,2.1124089202291293e-08,0.05823200293624539
7665,69.59919839679358,42.10843373493976,0,1.5873470909800626e-11,0.47412907524920583
56353,126.1122244488978,55.7429718875502,0,1.5873470909800626e-11,0.001389476207670805
21543,32.92585170340681,46.04417670682731,1,1.881307071380322e-08,0.27685915992369653
123739,91.8436873747495,74.71887550200803,0,1.5873470909800626e-11,0.0008562627770190018
84918,145.65130260521045,63.75502008032129,0,1.5873470909800626e-11,0.003285963861524928
110876,133.02605210420842,71.06425702811245,0,1.5873470909800626e-11,0.0008562627770190018
101572,41.6432865731463,68.53413654618474,1,2.3186222194865446e-10,0.0034161909811030074
35979,163.98797595190382,49.97991967871486,0,1.5873470909800626e-11,0.18406354162646596
25641,62.38476953907816,47.16867469879518,0,1.4174704813333958e-09,0.2190247181942533
94867,130.32064128256513,66.56626506024097,0,1.5873470909800626e-11,0.0008562627770190018
60739,91.8436873747495,57.00803212851406,0,1.5873470909800626e-11,0.0008562627770190018
68849,124.90981963927857,59.2570281124498,0,1.5873470909800626e-11,0.0008562627770190018
78966,160.08016032064128,62.06827309236948,0,1.5873470909800626e-11,0.04363684066492248
62889,136.93386773547095,57.570281124498,0,1.5873470909800626e-11,0.0008562627770190018
41616,54.86973947895792,51.66666666666666,1,5.15443247633461e-07,0.06950852537238689
58917,145.3507014028056,56.44578313253013,0,1.5873470909800626e-11,0.003030242171462354
61722,86.73346693386775,57.28915662650603,0,1.5873470909800626e-11,0.0008562627770190018
42901,140.54108216432866,51.94779116465863,0,1.5873470909800626e-11,0.06110995256379923
109171,71.40280561122245,70.6425702811245,0,1.5873470909800626e-11,0.0008562627770190018
73578,43.44689378757515,60.66265060240964,1,4.8171305411116065e-06,0.0021559369971114605
29452,155.87174348697397,48.15261044176707,0,1.5873470909800626e-11,0.19817178298724325
3538,31.42284569138277,40.98393574297189,1,2.36983769288432e-10,0.5574976788887637
120149,64.78957915831663,73.73493975903614,0,1.5873470909800626e-11,0.0008562627770190018
88034,30.22044088176353,64.73895582329317,1,8.312490069169287e-09,0.02126557051132223
118163,68.99799599198397,73.1726907630522,0,1.5873470909800626e-11,0.0008562627770190018
33531,29.318637274549097,49.41767068273092,1,2.9629086136280764e-10,0.14987950783587028
21036,30.82164328657315,45.90361445783133,1,2.3542998210933434e-10,0.2821645417221224
66244,93.34669338677357,58.55421686746988,0,1.5873470909800626e-11,0.0008562627770190018
24712,83.72745490981964,46.88755020080321,0,1.5873470909800626e-11,0.23412290638932895
38433,150.16032064128257,50.68273092369478,0,1.5873470909800626e-11,0.10337696113258925
48084,45.250501002004015,53.493975903614455,1,1.3399350207158098e-06,0.033288550516742746
69893,138.1362725450902,59.53815261044177,0,1.5873470909800626e-11,0.0008562627770190018
99207,82.2244488977956,67.83132530120483,0,1.5873470909800626e-11,0.0008562627770190018
56123,56.97394789579159,55.7429718875502,1,1.494214034179681e-05,0.001389476207670805
15452,155.87174348697397,44.21686746987952,0,1.5873470909800626e-11,0.3752112733847063
84070,41.04208416833667,63.614457831325296,1,2.3186222194865446e-10,0.0034161909811030074
124317,115.29058116232466,74.85943775100401,0,1.5873470909800626e-11,0.0008562627770190018
124114,54.2685370741483,74.85943775100401,1,2.3186222194865446e-10,0.0008562627770190018
109925,147.75551102204412,70.78313253012048,0,1.5873470909800626e-11,0.009415547645345256
63118,55.47094188376754,57.71084337349397,1,1.0346400346094523e-05,0.0008562627770190018
95365,129.71943887775552,66.70682730923694,0,1.5873470909800626e-11,0.0008562627770190018
1024,27.214428857715436,40.28112449799197,1,2.3685535659405116e-10,0.6208925558331331
32940,152.26452905811624,49.13654618473896,0,1.5873470909800626e-11,0.1503573421694665
28065,39.53907815631263,47.8714859437751,1,4.7487805426195773e-08,0.19104261334264888
41182,74.70941883767536,51.52610441767068,0,1.5873470909800626e-11,0.06950852537238689
18506,21.803607214428855,45.200803212851405,1,2.2855721624982853e-10,0.3578126265260233
115838,121.60320641282566,72.46987951807229,0,1.5873470909800626e-11,0.0008562627770190018
115535,30.521042084168336,72.46987951807229,1,8.312490069169287e-09,0.02126557051132223
33399,139.93987975951904,49.27710843373494,0,1.5873470909800626e-11,0.13933681569393586
20473,162.18436873747495,45.62248995983936,0,1.5873470909800626e-11,0.33487632108604504
6946,154.0681362725451,41.82730923694779,0,1.5873470909800626e-11,0.5151066733500751
13859,127.91583166332666,43.795180722891565,0,1.5873470909800626e-11,0.3718377602114209
21164,69.29859719438878,45.90361445783133,0,1.5873470909800626e-11,0.26529398175631935
62281,104.46893787575152,57.429718875502,0,1.5873470909800626e-11,0.0008562627770190018
88483,165.19038076152304,64.73895582329317,0,1.5873470909800626e-11,0.07704664809813541
24152,65.69138276553107,46.74698795180723,0,1.5873470909800626e-11,0.23412290638932895
42131,59.37875751503006,51.80722891566265,1,1.2858932631415163e-07,0.06950852537238689
32746,93.94789579158318,49.13654618473896,0,1.5873470909800626e-11,0.13933681569393586
63580,44.048096192384776,57.85140562248996,1,1.0346400346094523e-05,0.0012319687370393679
32065,39.53907815631263,48.99598393574297,1,4.7487805426195773e-08,0.1520970548199689
85541,32.324649298597194,64.03614457831326,1,1.7335551841440636e-06,0.01842248788986726
56638,61.48296593186373,55.88353413654619,0,0.18295386637854535,0.001389476207670805
86788,106.57314629258518,64.31726907630522,0,1.5873470909800626e-11,0.0008562627770190018
119054,36.23246492985972,73.45381526104418,1,1.7581878936403822e-10,0.010370394874191714
106405,141.7434869739479,69.79919678714859,0,1.5873470909800626e-11,0.0028533349162670908
89482,164.88977955911824,65.02008032128514,0,1.5873470909800626e-11,0.07704664809813541
20174,72.30460921843688,45.62248995983936,0,1.5873470909800626e-11,0.28204485080341546
99307,112.28456913827657,67.83132530120483,0,1.5873470909800626e-11,0.0008562627770190018
44794,108.37675350701404,52.51004016064257,0,1.5873470909800626e-11,0.05410646078285209
93085,45.55110220440882,66.144578313253,1,2.3186222194865446e-10,0.0008562627770190018
48513,23.90781563126253,53.634538152610446,1,2.216626618300966e-09,0.07957735759243406
22841,122.50501002004007,46.32530120481928,0,1.5873470909800626e-11,0.2492812969239497
89964,159.47895791583167,65.16064257028113,0,1.5873470909800626e-11,0.04113831037381816
27733,90.04008016032064,47.73092369477912,0,1.5873470909800626e-11,0.19040678944535266
62788,106.57314629258518,57.570281124498,0,1.5873470909800626e-11,0.0008562627770190018
70557,37.13426853707415,59.81927710843374,1,0.0009222194243456522,0.00897733026089073
36162,68.69739478957916,50.12048192771084,0,1.5873470909800626e-11,0.10657208764740651
43165,69.59919839679358,52.088353413654616,0,1.5873470909800626e-11,0.06110995256379923
92050,35.03006012024048,65.86345381526104,1,7.065587655569628e-08,0.01139084830862581
69962,158.87775551102206,59.53815261044177,0,1.5873470909800626e-11,0.038292473992206866
86494,168.49699398797597,64.17670682730923,0,1.5873470909800626e-11,0.10998525236420695
10440,152.26452905811624,42.81124497991968,0,1.5873470909800626e-11,0.4431559720127203
75026,27.81563126252505,61.08433734939759,1,0.0001624563461523057,0.03141097457935726
24736,90.94188376753507,46.88755020080321,0,1.5873470909800626e-11,0.23412290638932895
73398,139.63927855711424,60.52208835341365,0,1.5873470909800626e-11,0.0008562627770190018
59812,113.7875751503006,56.72690763052209,0,1.5873470909800626e-11,0.0008562627770190018
83628,58.476953907815634,63.47389558232932,1,1.841899813283027e-10,0.0008562627770190018
65556,36.83366733466934,58.4136546184739,1,0.0009225670238239116,0.00897733026089073
85004,21.20240480961924,63.895582329317264,1,1.5588123280863594e-10,0.06798688170905234
51164,69.29859719438878,54.33734939759036,0,1.5873470909800626e-11,0.019538686108175645
31982,164.88977955911824,48.855421686746986,0,1.5873470909800626e-11,0.22730860895114652
55061,38.33667334669339,55.46184738955823,1,0.22922384507993926,0.010721612505122291
123511,23.306613226452907,74.71887550200803,1,1.5588123280863594e-10,0.05306903328768497
19346,124.00801603206412,45.34136546184739,0,1.5873470909800626e-11,0.2988387484421435
124274,102.36472945891784,74.85943775100401,0,1.5873470909800626e-11,0.0008562627770190018
57308,112.58517034068136,56.024096385542165,0,1.5873470909800626e-11,0.001389476207670805
114336,121.00200400801604,72.04819277108433,0,1.5873470909800626e-11,0.0008562627770190018
86289,106.87374749498998,64.17670682730923,0,1.5873470909800626e-11,0.0008562627770190018
41442,152.86573146292585,51.52610441767068,0,1.5873470909800626e-11,0.08063697583668059
99365,129.71943887775552,67.83132530120483,0,1.5873470909800626e-11,0.0008562627770190018
82873,132.124248496994,63.19277108433735,0,1.5873470909800626e-11,0.0008562627770190018
12499,170.0,43.373493975903614,0,1.5873470909800626e-11,0.5200724781668927
9054,36.23246492985972,42.53012048192771,1,2.884161156225883e-10,0.4592329599491143
83087,46.15230460921844,63.33333333333333,1,2.3186222194865446e-10,0.0008562627770190018
48371,131.52304609218436,53.493975903614455,0,1.5873470909800626e-11,0.033288550516742746
108876,133.02605210420842,70.50200803212851,0,1.5873470909800626e-11,0.0008562627770190018
76299,109.87975951903807,61.365461847389554,0,1.5873470909800626e-11,0.0008562627770190018
51825,117.69539078156312,54.47791164658635,0,1.5873470909800626e-11,0.019538686108175645
48,34.428857715430865,40.0,1,2.692597933609156e-07,0.6249181106800215
79119,55.77154308617235,62.20883534136546,1,5.380372005327527e-10,0.0008562627770190018
56284,105.37074148296594,55.7429718875502,0,1.5873470909800626e-11,0.001389476207670805
14677,73.20641282565131,44.07630522088353,0,1.5873470909800626e-11,0.3527368167150555
77811,113.4869739478958,61.78714859437751,0,1.5873470909800626e-11,0.0008562627770190018
44198,79.5190380761523,52.36947791164658,0,1.5873470909800626e-11,0.05410646078285209
70241,92.44488977955912,59.67871485943775,0,1.5873470909800626e-11,0.0008562627770190018
88846,124.00801603206412,64.87951807228916,0,1.5873470909800626e-11,0.0008562627770190018
95917,145.3507014028056,66.84738955823293,0,1.5873470909800626e-11,0.003030242171462354
103643,62.985971943887776,69.09638554216868,0,9.67159900082763e-10,0.0008562627770190018
68475,162.78557114228457,59.11646586345381,0,1.5873470909800626e-11,0.060217101206019405
13940,152.26452905811624,43.795180722891565,0,1.5873470909800626e-11,0.38230331163818215
16716,84.92985971943888,44.63855421686747,0,1.5873470909800626e-11,0.33443023084474377
94448,154.66933867735472,66.42570281124497,0,1.5873470909800626e-11,0.021526040659683967
115464,159.47895791583167,72.32931726907631,0,1.5873470909800626e-11,0.04113831037381816
110719,85.83166332665331,71.06425702811245,0,1.5873470909800626e-11,0.0008562627770190018
43180,74.10821643286573,52.088353413654616,0,1.5873470909800626e-11,0.06110995256379923
117543,32.92585170340681,73.03212851405623,1,4.0834971294841203e-07,0.016200164803771695
52598,49.45891783567134,54.75903614457832,1,1.0346400346094523e-05,0.014505845971792141
54685,75.61122244488979,55.32128514056225,0,1.5873470909800626e-11,0.011887073300528274
14468,160.68136272545092,43.93574297188755,0,1.5873470909800626e-11,0.41896339730737947
5441,152.56513026052104,41.40562248995984,0,1.5873470909800626e-11,0.5321878188835276
97729,88.8376753507014,67.40963855421687,0,1.5873470909800626e-11,0.0008562627770190018
80257,97.25450901803607,62.48995983935743,0,1.5873470909800626e-11,0.0008562627770190018
80132,59.67935871743487,62.48995983935743,1,8.473930039432631e-10,0.0008562627770190018
32062,38.637274549098194,48.99598393574297,1,4.0484883138706496e-08,0.15268614086811796
114963,159.1783567134269,72.18875502008032,0,1.5873470909800626e-11,0.038292473992206866
88437,151.36272545090182,64.73895582329317,0,1.5873470909800626e-11,0.014349668240473673
41133,59.97995991983968,51.52610441767068,0,6.495192970345405e-09,0.06950852537238689
70129,58.77755511022044,59.67871485943775,1,0.0006082208838392487,0.0008562627770190018
10390,137.23446893787576,42.81124497991968,0,1.5873470909800626e-11,0.4317896125053599
51706,81.92384769539078,54.47791164658635,0,1.5873470909800626e-11,0.019538686108175645
26231,89.43887775551103,47.30923694779116,0,1.5873470909800626e-11,0.20414556583367693
85522,26.613226452905813,64.03614457831326,1,3.6995443226992033e-10,0.036142654457183766
110621,56.37274549098197,71.06425702811245,1,2.5989043679380017e-09,0.0008562627770190018
68721,86.43286573146293,59.2570281124498,0,1.5873470909800626e-11,0.0008562627770190018
41501,20.30060120240481,51.66666666666666,1,1.2294336062700264e-07,0.13941474062265458
98233,90.04008016032064,67.55020080321285,0,1.5873470909800626e-11,0.0008562627770190018
119658,67.49498997995993,73.59437751004016,0,1.5873470909800626e-11,0.0008562627770190018
76900,140.24048096192385,61.506024096385545,0,1.5873470909800626e-11,0.0009018949023417264
104846,124.00801603206412,69.37751004016064,0,1.5873470909800626e-11,0.0008562627770190018
54440,152.26452905811624,55.18072289156626,0,1.5873470909800626e-11,0.026620727603560202
24338,121.60320641282566,46.74698795180723,0,1.5873470909800626e-11,0.23412290638932895
118980,164.28857715430863,73.3132530120482,0,1.5873470909800626e-11,0.07242675890255516
22218,85.5310621242485,46.18473895582329,0,1.5873470909800626e-11,0.26529398175631935
97254,96.35270541082166,67.26907630522089,0,1.5873470909800626e-11,0.0008562627770190018
105856,127.01402805611224,69.65863453815261,0,1.5873470909800626e-11,0.0008562627770190018
28754,96.35270541082166,48.01204819277108,0,1.5873470909800626e-11,0.17689792393444786
104370,131.22244488977958,69.23694779116465,0,1.5873470909800626e-11,0.0008562627770190018
90791,107.4749498997996,65.4417670682731,0,1.5873470909800626e-11,0.0008562627770190018
31469,160.98196392785573,48.714859437751,0,1.5873470909800626e-11,0.20065779892440955
98609,52.76553106212425,67.69076305220884,1,2.3186222194865446e-10,0.0008562627770190018
60242,92.74549098196394,56.86746987951807,0,1.5873470909800626e-11,0.0008562627770190018
89288,106.57314629258518,65.02008032128514,0,1.5873470909800626e-11,0.0008562627770190018
5991,167.59519038076152,41.54618473895582,0,1.5873470909800626e-11,0.6210061840920804
31775,102.66533066132266,48.855421686746986,0,1.5873470909800626e-11,0.15163640966879627
66803,111.08216432865731,58.69477911646587,0,1.5873470909800626e-11,0.0008562627770190018
53542,32.62525050100201,55.040160642570285,1,0.0011223712249234406,0.027236732586803366
41784,105.37074148296594,51.66666666666666,0,1.5873470909800626e-11,0.06950852537238689
79785,105.67134268537076,62.34939759036145,0,1.5873470909800626e-11,0.0008562627770190018
41385,135.7314629258517,51.52610441767068,0,1.5873470909800626e-11,0.06950852537238689
40851,125.51102204408818,51.3855421686747,0,1.5873470909800626e-11,0.0780883638773276
20425,147.75551102204412,45.62248995983936,0,1.5873470909800626e-11,0.2851965425320568
83329,118.89779559118236,63.33333333333333,0,1.5873470909800626e-11,0.0008562627770190018
34623,56.97394789579159,49.69879518072289,1,2.067306073464047e-07,0.12793240922202861
95592,47.65531062124249,66.84738955823293,1,2.3186222194865446e-10,0.0008562627770190018
36677,73.20641282565131,50.261044176706825,0,1.5873470909800626e-11,0.10657208764740651
45738,91.5430861723447,52.791164658634536,0,1.5873470909800626e-11,0.04665224056055891
122079,43.74749498997996,74.29718875502007,1,2.3186222194865446e-10,0.0021559369971114605
36558,37.43486973947896,50.261044176706825,1,2.884161156225883e-10,0.10945088420526951
34486,166.0921843687375,49.558232931726906,0,1.5873470909800626e-11,0.21275359683244996
50644,63.28657314629259,54.19678714859438,0,2.157635089986368e-07,0.0229878335784072
52287,106.27254509018036,54.618473895582326,0,1.5873470909800626e-11,0.019538686108175645
54113,53.96793587174349,55.18072289156626,1,1.0346400346094523e-05,0.011887073300528274
82291,107.4749498997996,63.05220883534136,0,1.5873470909800626e-11,0.0008562627770190018
98915,144.749498997996,67.69076305220884,0,1.5873470909800626e-11,0.003030242171462354
31215,84.62925851703407,48.714859437751,0,1.5873470909800626e-11,0.15163640966879627
116175,72.60521042084169,72.61044176706827,0,1.5873470909800626e-11,0.0008562627770190018
54513,23.90781563126253,55.32128514056225,1,1.8257457262032549e-09,0.060012076687716326
54036,30.82164328657315,55.18072289156626,1,0.001111975046995441,0.029930326787502102
49974,162.48496993987976,53.915662650602414,0,1.5873470909800626e-11,0.0855394990369183
18681,74.40881763527054,45.200803212851405,0,1.5873470909800626e-11,0.2988387484421435
15538,31.42284569138277,44.3574297188755,1,2.36983769288432e-10,0.36828322556501497
458,157.6753507014028,40.0,0,1.5873470909800626e-11,0.6445688458175819
34869,130.92184368737475,49.69879518072289,0,1.5873470909800626e-11,0.12793240922202861
30377,133.32665330661325,48.43373493975904,0,1.5873470909800626e-11,0.16391943079271493
49773,102.06412825651304,53.915662650602414,0,1.5873470909800626e-11,0.029220121442976442
43487,166.3927855711423,52.088353413654616,0,1.5873470909800626e-11,0.1466799451392433
96932,149.85971943887776,67.1285140562249,0,1.5873470909800626e-11,0.011115114938290472
22035,30.521042084168336,46.18473895582329,1,2.9629086136280764e-10,0.2839074718034758
20494,168.49699398797597,45.62248995983936,0,1.5873470909800626e-11,0.3907582318778985
95641,62.38476953907816,66.84738955823293,0,4.5155064768913696e-10,0.0008562627770190018
36523,26.913827655310623,50.261044176706825,1,2.3685535659405116e-10,0.1379896471234483
87479,163.98797595190382,64.4578313253012,0,1.5873470909800626e-11,0.06790948098746474
27702,80.72144288577155,47.73092369477912,0,1.5873470909800626e-11,0.19040678944535266
80504,21.20240480961924,62.630522088353416,1,1.198737506872953e-08,0.06798688170905234
42859,127.91583166332666,51.94779116465863,0,1.5873470909800626e-11,0.06110995256379923
12919,145.95190380761522,43.5140562248996,0,1.5873470909800626e-11,0.3930733304466639
47938,151.66332665330663,53.35341365461847,0,1.5873470909800626e-11,0.0460149015219318
99070,41.04208416833667,67.83132530120483,1,2.3186222194865446e-10,0.0034161909811030074
113798,109.57915831663328,71.90763052208835,0,1.5873470909800626e-11,0.0008562627770190018
59193,78.01603206412827,56.5863453815261,0,1.5873470909800626e-11,0.0008562627770190018
90642,62.68537074148297,65.4417670682731,0,4.5155064768913696e-10,0.0008562627770190018
31449,154.96993987975952,48.714859437751,0,1.5873470909800626e-11,0.16986359483009345
30548,34.428857715430865,48.57429718875502,1,2.692597933609156e-07,0.17189734888437422
111146,63.88777555110221,71.20481927710844,0,1.5873470909800626e-11,0.0008562627770190018
53894,138.436873747495,55.040160642570285,0,1.5873470909800626e-11,0.011887073300528274
17094,48.2565130260521,44.77911646586345,1,3.0453820538984705e-10,0.3163407575969901
35424,147.45490981963928,49.83935742971887,0,1.5873470909800626e-11,0.11884625901666966
62055,36.53306613226453,57.429718875502,1,0.002006200059020297,0.010370394874191714
92438,151.66332665330663,65.86345381526104,0,1.5873470909800626e-11,0.015988227616702964
91591,47.35470941883768,65.72289156626506,1,2.3186222194865446e-10,0.0008562627770190018
118807,112.28456913827657,73.3132530120482,0,1.5873470909800626e-11,0.0008562627770190018
67711,83.42685370741484,58.97590361445784,0,1.5873470909800626e-11,0.0008562627770190018
55292,107.77555110220442,55.46184738955823,0,1.5873470909800626e-11,0.005862752152297212
5496,169.09819639278558,41.40562248995984,0,1.5873470909800626e-11,0.6351318507370984
114366,130.02004008016033,72.04819277108433,0,1.5873470909800626e-11,0.0008562627770190018
123366,130.02004008016033,74.57831325301206,0,1.5873470909800626e-11,0.0008562627770190018
95405,141.7434869739479,66.70682730923694,0,1.5873470909800626e-11,0.0028533349162670908
118368,130.62124248496997,73.1726907630522,0,1.5873470909800626e-11,0.0008562627770190018
85426,148.0561122244489,63.895582329317264,0,1.5873470909800626e-11,0.009415547645345256
251,95.45090180360722,40.0,0,1.5873470909800626e-11,0.6133326513638495
11877,133.32665330661325,43.23293172690763,0,1.5873470909800626e-11,0.4111024840231684
106538,31.42284569138277,69.93975903614458,1,1.8482282940400355e-06,0.019289795086231982
101062,38.637274549098194,68.39357429718876,1,2.1807968972665008e-10,0.004643505287752827
689,76.81362725450902,40.140562248995984,0,1.5873470909800626e-11,0.6133326513638495
87441,152.56513026052104,64.4578313253012,0,1.5873470909800626e-11,0.01733340824914916
97915,144.749498997996,67.40963855421687,0,1.5873470909800626e-11,0.003030242171462354
26236,90.94188376753507,47.30923694779116,0,1.5873470909800626e-11,0.20414556583367693
88359,127.91583166332666,64.73895582329317,0,1.5873470909800626e-11,0.0008562627770190018
